id,sale_date,amount
AICQ,22-04-21,3110
IIZE,22-04-21,2600
9J2K,22-04-21,1605
2CG0,22-04-21,5180
XLRR,22-04-21,540
8ZV2,22-04-21,2130
LINF,22-04-21,2730
521C,22-04-21,1820
UA5S,22-04-21,1820
NPWP,22-04-21,1840
NFAH,22-04-21,1190
QVEL,22-04-21,1290
OFB3,22-04-21,8980
Y3MK,22-04-21,5430
UTJ4,22-04-21,1290
PG8X,22-04-21,6160
SMIN,22-04-21,1850
BCTW,22-04-21,1540
ZZ39,22-04-21,4510
NYZK,22-04-21,1520
GXND,22-04-21,1210
BJSA,22-04-21,1540
ECO2,22-04-21,2000
NQYH,22-04-21,2000
YVPD,22-04-21,2000
YP7P,22-04-21,2540
N16I,22-04-21,2000
4RYI,22-04-21,2000
UJMR,22-04-21,5210
JGK1,22-04-21,3170
YB3A,22-04-21,2000
EZOZ,22-04-21,4200
L2OC,22-04-21,2830
VLD4,22-04-21,1540
KYDB,22-04-21,3080
FSTF,22-04-21,8910
EF5A,22-04-21,2900
6.00E+51,22-04-21,3660
1ALL,22-04-21,1560
VLOO,22-04-21,1190
UYTU,22-04-21,1170
XKRQ,22-04-21,1170
2SSC,22-04-21,12900
AEUJ,22-04-21,2090
HAIY,22-04-21,2090
DPGU,22-04-21,2090
DRCC,22-04-21,2090
O3HA,22-04-21,6890
FXDY,22-04-21,1190
O9IR,22-04-21,2090
DY6M,22-04-21,8360
IKEO,22-04-21,1080
WTDC,22-04-21,1080
2LRW,22-04-21,9690
L4O2,22-04-21,4730
QPVA,22-04-21,6060
K1DP,22-04-21,2020
554W,04-03-21,1290
BA6G,04-03-21,620
JUJV,04-03-21,1610
ESUD,04-03-21,6480
SDUG,04-03-21,3230
UGOR,04-03-21,960
6DAP,04-03-21,30600
BSV5,04-03-21,630
E1HS,04-03-21,2880
1JD1,04-03-21,1290
ZXHU,04-03-21,2730
IKLF,04-03-21,1975
QLQW,04-03-21,1910
170R,04-03-21,4820
ZHXM,04-03-21,1510
S8YY,04-03-21,18080
SMV3,04-03-21,11660
SDSU,04-03-21,2040
UFL2,04-03-21,40800
C37W,04-03-21,2720
GOWD,04-03-21,4695
V5LZ,04-03-21,825
DWNK,04-03-21,11000
VQ3J,04-03-21,1510
EOST,04-03-21,1500
OMMZ,04-03-21,1590
ZH4R,04-03-21,4600
T3ZH,04-03-21,3020
T43U,04-03-21,1130
RMDH,04-03-21,56600
M9UK,04-03-21,10000
GXBD,04-03-21,3220
COBD,04-03-21,3510
XJRA,04-03-21,6000
A0SH,04-03-21,1120
Q2ZN,04-03-21,13650
FFBK,04-03-21,2100
3NKK,04-03-21,2200
AK1X,04-03-21,15100
FD3Z,04-03-21,5460
GL0E,04-03-21,3110
3EIV,04-03-21,3090
ENE1,04-03-21,3110
TUXD,04-03-21,1050
MUFY,04-03-21,5590
YNQA,04-03-21,2040
W9MZ,04-03-21,2040
S6HV,04-03-21,2040
19JB,04-03-21,4000
NODK,04-03-21,8800
HTFU,04-03-21,1130
OKMS,04-03-21,3290
3SO4,04-03-21,2610
RHDZ,04-03-21,1490
T9F0,04-03-21,1760
YEBZ,04-03-21,2730
OFB3,04-03-21,4770
9YLE,04-03-21,2000
EMG2,04-03-21,2000
LXH1,04-03-21,2000
VMBB,04-03-21,2040
N6YB,04-03-21,4080
Y128,04-03-21,2040
P4HU,04-03-21,2160
KGYD,04-03-21,4800
3XOC,04-03-21,4800
EAPF,04-03-21,4800
XMHF,04-03-21,7530
Y8ND,04-03-21,12340
BBGS,04-03-21,4080
WWHV,04-03-21,4080
ZVGL,04-03-21,2040
ZKKQ,04-03-21,4080
QFP2,04-03-21,4180
YCA6,04-03-21,2090
VMLN,04-03-21,6890
YEA0,04-03-21,2090
KR9K,04-03-21,3230
KM3B,04-03-21,4800
3QIB,04-03-21,1590
63WX,04-03-21,2040
X0OW,04-03-21,2240
6QO1,04-03-21,1110
NBLB,04-03-21,4800
N43T,04-03-21,1500
DSKA,04-03-21,1500
QWXY,04-03-21,4800
JY0S,04-03-21,1120
TM6J,04-03-21,1120
8MMX,04-03-21,2040
FX6K,04-03-21,545
PYY5,04-03-21,545
D7UN,04-03-21,3230
4KWY,04-03-21,3500
ABLA,04-03-21,1750
BGDN,04-03-21,1110
EGOI,04-03-21,1120
FXDY,04-03-21,1120
BAXB,06-01-21,8080
LMO4,06-01-21,215
MDBN,06-01-21,580
ZEAO,06-01-21,2590
LNEY,06-01-21,24260
WK28,06-01-21,2910
TUET,06-01-21,815
1TZ2,06-01-21,1290
QEN5,06-01-21,1500
BFMY,06-01-21,4695
LIQ5,06-01-21,4640
TRRX,06-01-21,7020
01KE,06-01-21,5780
OE6X,06-01-21,1230
TSXF,06-01-21,380
YHPU,06-01-21,4950
YHOX,06-01-21,735
O0MN,06-01-21,4555
N1C9,06-01-21,4470
QCLC,06-01-21,1950
CNOK,06-01-21,3480
XNGL,06-01-21,14620
KOTB,06-01-21,2350
TVXE,06-01-21,6720
TALG,06-01-21,1715
3ZUT,06-01-21,990
6NGS,06-01-21,3160
E3NW,06-01-21,5380
IWC9,06-01-21,3645
WIQF,06-01-21,420
VKV3,06-01-21,975
ZSHU,06-01-21,7590
BSHN,06-01-21,23530
ZSAC,06-01-21,2100
ROES,06-01-21,1500
IHQG,06-01-21,2650
TXTZ,06-01-21,2340
YDRV,06-01-21,2890
FKHB,06-01-21,1710
LKID,06-01-21,1450
A13X,06-01-21,30150
YHXZ,06-01-21,1450
DTXE,06-01-21,5860
P1BF,06-01-21,3130
VBFA,06-01-21,3130
XAGM,06-01-21,6500
XFI2,06-01-21,63000
JLWP,06-01-21,15960
L37A,06-01-21,2100
ZPTM,06-01-21,10500
Z9JD,06-01-21,23730
KVXU,06-01-21,2100
KOWR,06-01-21,4200
MALE,06-01-21,2100
EDUE,06-01-21,21000
SVQB,06-01-21,42000
MN4R,06-01-21,6520
WNHA,06-01-21,210000
TSC6,06-01-21,16380
WQLP,06-01-21,10920
ASQ4,06-01-21,2730
JPHS,06-01-21,3180
FGQW,06-01-21,2730
VQHD,06-01-21,2130
XRJH,06-01-21,2130
YTVT,06-01-21,4260
51PT,06-01-21,2130
KLNN,06-01-21,2320
BBD0,06-01-21,2320
XV5M,06-01-21,1170
9EEP,06-01-21,5050
YS11,06-01-21,8350
JBP9,06-01-21,1160
VVLB,06-01-21,4640
VOTR,06-01-21,1160
O5AK,06-01-21,550
OFLG,06-01-21,2100
KGCJ,06-01-21,4700
YABD,06-01-21,1150
3XDB,06-01-21,3750
HKSH,06-01-21,2500
TZ1J,06-01-21,1575
UVA1,16-01-21,5140
PL8N,16-01-21,530
DT4X,16-01-21,1170
QGKG,16-01-21,1540
WK2H,16-01-21,530
U26N,16-01-21,1060
BO8Q,16-01-21,3450
CETD,16-01-21,7500
ODCJ,16-01-21,3250
HUKU,16-01-21,265
JYPD,16-01-21,4710
9ONG,16-01-21,8360
FHO1,16-01-21,8400
NBG0,16-01-21,4305
ACVW,16-01-21,12760
KQTH,16-01-21,630
5BB7,16-01-21,3360
CF7I,16-01-21,3360
9CBL,16-01-21,3360
T7O6,16-01-21,3360
HVKN,16-01-21,3360
UYXZ,16-01-21,3360
P0PL,16-01-21,3360
FSWJ,16-01-21,3360
BAXB,16-01-21,14100
KQA9,16-01-21,4900
4D06,16-01-21,7250
OS65,16-01-21,8350
B0ZR,16-01-21,4900
LRUG,16-01-21,14700
BNUF,16-01-21,67500
ZZAL,16-01-21,27600
9S6K,16-01-21,8000
N8ZT,16-01-21,16750
NX1W,16-01-21,4900
EEE2,16-01-21,98000
NMFB,16-01-21,4900
2TBQ,16-01-21,3450
6KWK,16-01-21,1735
AYIX,16-01-21,5280
RMLC,16-01-21,6750
6BNW,16-01-21,1600
GFDB,16-01-21,28440
XXMN,16-01-21,2770
E0ML,16-01-21,7500
TXH4,16-01-21,1160
I2PO,16-01-21,1210
CLIW,16-01-21,1190
S9O5,16-01-21,2150
EERY,16-01-21,53750
XUIV,16-01-21,21500
FK1Y,16-01-21,10750
BFF9,16-01-21,2150
SYWB,16-01-21,4300
RCPE,16-01-21,2150
3EXS,16-01-21,2150
29JS,16-01-21,53750
HAHT,16-01-21,2150
KDGY,16-01-21,4240
EM2O,16-01-21,2120
AQCJ,16-01-21,4850
MDE7,16-01-21,2120
VES2,16-01-21,2730
PWVG,16-01-21,5460
HU8E,16-01-21,1040
WPRV,06-04-21,520
PV7Z,06-04-21,4790
ZM9A,06-04-21,3100
L3UP,06-04-21,4610
NQJF,06-04-21,1210
TFZZ,06-04-21,4795
AIBB,06-04-21,1450
BGUP,06-04-21,4040
GB4J,06-04-21,18555
WX7H,06-04-21,5110
BSJ6,06-04-21,8170
ZOZV,06-04-21,3020
YQGQ,06-04-21,2020
SMTJ,06-04-21,3570
TOSI,06-04-21,3210
SAEZ,06-04-21,1190
ADKZ,06-04-21,2690
CFNZ,06-04-21,3880
BGID,06-04-21,2820
JYPD,06-04-21,3330
4HN2,06-04-21,1750
GQSR,06-04-21,2690
3XYF,06-04-21,4290
XYXR,06-04-21,1210
NHLJ,06-04-21,3570
HANS,06-04-21,540
NNY3,06-04-21,7770
4P7K,06-04-21,1580
IFEI,06-04-21,3110
DTOU,06-04-21,7450
SFEJ,06-04-21,4840
L4UQ,06-04-21,1540
XT56,06-04-21,3100
LSL2,06-04-21,3310
C7OA,06-04-21,4850
J0JH,06-04-21,2100
8IQ0,06-04-21,4810
QAEK,06-04-21,3270
3POL,06-04-21,2100
ATAB,06-04-21,8400
JW99,06-04-21,1760
XAX9,06-04-21,3020
OTRH,06-04-21,1520
OS9G,06-04-21,1190
R4RD,06-04-21,1190
9U2I,06-04-21,1170
I8ZB,06-04-21,5560
LVVQ,06-04-21,3550
7LIC,06-04-21,3550
5V6G,06-04-21,1190
VX95,06-04-21,3500
YR1C,06-04-21,3500
NG5D,06-04-21,3500
SVG4,06-04-21,7000
CCCM,06-04-21,6730
DOPM,06-04-21,6730
LOHI,06-04-21,6730
U5WI,06-04-21,9460
7QJD,06-04-21,3540
WEOZ,06-04-21,2020
GNGT,06-04-21,7110
XHPH,06-04-21,1190
VS7Q,06-04-21,2380
3AM1,06-04-21,1190
VB4C,06-04-21,1190
X1TM,06-04-21,8190
9EPT,06-04-21,3880
JPOX,06-04-21,2710
EJVJ,06-04-21,49700
D2CQ,06-04-21,1170
QVPU,06-04-21,4430
HNQG,06-04-21,2090
EXAJ,06-04-21,2090
3XOC,06-04-21,2090
RCL3,06-04-21,2090
TVGN,06-04-21,1540
QWNO,06-04-21,3550
YN9K,06-04-21,5530
NMWL,06-04-21,3670
V3TT,06-04-21,1290
NWBJ,06-04-21,1290
YDZ3,06-04-21,4730
PR0E,06-04-21,4730
S98C,06-04-21,4730
SJXJ,06-04-21,4730
JH25,06-04-21,3040
G1LJ,06-04-21,1170
AGD8,06-04-21,1170
X4VO,06-04-21,6270
G9JH,06-04-21,14080
KTJO,06-04-21,1450
P4PV,06-04-21,4730
96LR,06-04-21,3080
PND6,06-04-21,1540
KX9S,06-04-21,1540
ENZN,06-04-21,3230
8JOR,06-04-21,6460
INOD,06-04-21,3230
ZVNV,06-04-21,3230
BE7R,06-04-21,2640
VTPK,06-04-21,1560
AYHW,06-04-21,1540
7CPT,06-04-21,1560
M9ST,06-04-21,2020
BZDD,06-04-21,10100
BBKD,06-04-21,4040
YHU6,06-04-21,2380
52CI,06-04-21,9460
702S,06-04-21,4730
1ZD6,06-04-21,4730
Q7DW,24-03-21,2490
EB5H,24-03-21,1635
W9CB,24-03-21,5750
0SZR,24-03-21,4090
DTOU,24-03-21,12520
PXUV,24-03-21,1300
QUA9,24-03-21,1835
L6BE,24-03-21,1840
YH11,24-03-21,12170
BWUU,24-03-21,6060
BGQK,24-03-21,5530
TZEZ,24-03-21,1510
TJWO,24-03-21,3530
STLZ,24-03-21,1785
3G5K,24-03-21,1500
GEVY,24-03-21,5240
3FMB,24-03-21,2140
OIXZ,24-03-21,5830
C3NK,24-03-21,1100
BN1N,24-03-21,4360
VS5B,24-03-21,1140
PUTF,24-03-21,2220
VEGW,24-03-21,1140
3Z4D,24-03-21,1620
T0SQ,24-03-21,4200
PV6Z,24-03-21,4755
QQJR,24-03-21,1090
BVMN,24-03-21,3635
YDXL,24-03-21,1665
BZBA,24-03-21,3525
WYSM,24-03-21,17410
S6HV,24-03-21,3255
SRSQ,24-03-21,3110
1FCV,24-03-21,960
OIHP,24-03-21,3570
FZQK,24-03-21,2830
AYQE,24-03-21,2650
O6YD,24-03-21,2730
LUBW,24-03-21,6750
WMBM,24-03-21,2690
SZSR,24-03-21,18010
OKMD,24-03-21,2730
KGYD,24-03-21,3850
IJKP,24-03-21,2730
UHZC,24-03-21,1490
WOGQ,24-03-21,4000
38D2,24-03-21,6000
TDRF,24-03-21,2000
CQ1K,24-03-21,30250
GKPN,24-03-21,2000
UWPF,24-03-21,2000
6SKB,24-03-21,4660
BMJS,24-03-21,2050
VYP2,24-03-21,11880
V4KJ,24-03-21,1120
TV3C,24-03-21,2230
7CAE,24-03-21,1540
XU38,24-03-21,3040
MUFY,24-03-21,5640
EXX1,24-03-21,2090
GV6W,24-03-21,2960
DTFP,24-03-21,2050
JF2U,24-03-21,2050
GBG1,24-03-21,2050
AKFF,24-03-21,4750
CUOP,24-03-21,6290
YI2U,24-03-21,5860
TJPK,24-03-21,4100
OUVD,24-03-21,4750
UEWB,24-03-21,1450
1DCH,24-03-21,1540
GMO6,24-03-21,2620
RVMB,24-03-21,1110
EAPF,24-03-21,1540
KE14,24-03-21,1540
AGOH,24-03-21,1540
Y128,24-03-21,17350
NECZ,24-03-21,3550
HSFD,28-01-21,1260
AJJS,28-01-21,1550
3XWB,28-01-21,1668
XUTW,28-01-21,2200
RFQD,28-01-21,1630
KVQD,28-01-21,8395
TLPK,28-01-21,3410
V8CK,28-01-21,4365
KTPK,28-01-21,24100
CWHR,28-01-21,1610
MUSN,28-01-21,1520
ME5Q,28-01-21,1040
NCQM,28-01-21,20800
I06A,28-01-21,1050
6NGS,28-01-21,3280
VYP2,28-01-21,11790
JL0V,28-01-21,1150
VITZ,28-01-21,8010
YTVT,28-01-21,16000
6UGQ,28-01-21,3100
3SO4,28-01-21,1550
MAK6,28-01-21,3415
E3NW,28-01-21,3110
N8ZT,28-01-21,4900
0REO,28-01-21,3290
9Q7E,28-01-21,3290
FVET,28-01-21,2130
TISX,28-01-21,3380
SNDP,28-01-21,3380
H7PL,28-01-21,3380
CR7H,28-01-21,3638
SQTJ,28-01-21,3380
K6KJ,28-01-21,3380
D9HO,28-01-21,7140
LOHX,28-01-21,25560
37XD,28-01-21,3380
6REF,28-01-21,14700
Y8ND,28-01-21,2100
BY4U,28-01-21,2730
KESY,28-01-21,2360
VQY9,28-01-21,1160
1FPM,28-01-21,2320
WOWT,28-01-21,1160
FVBD,28-01-21,2130
SSQT,28-01-21,2130
XUAL,28-01-21,2130
L8LS,28-01-21,4260
IJKP,28-01-21,2130
2DYU,28-01-21,2130
LP0K,28-01-21,8520
C40Z,28-01-21,2100
PNYE,28-01-21,1700
SJDA,28-01-21,5400
ZV9L,28-01-21,4050
BIB3,17-02-21,530
OMCK,17-02-21,2040
YKZF,17-02-21,2050
LOHX,17-02-21,3110
KSFF,17-02-21,1050
C2MP,17-02-21,5160
YRGV,17-02-21,1930
XO7G,17-02-21,4250
FC0C,17-02-21,64500
FDLV,17-02-21,1520
IJQG,17-02-21,6240
NZ9K,17-02-21,1555
YHXZ,17-02-21,7550
N7SI,17-02-21,7430
H8LV,17-02-21,2040
LOKR,17-02-21,1335
M40I,17-02-21,18580
FNQ6,17-02-21,1915
ZVGL,17-02-21,3440
SZ0M,17-02-21,3230
EZOZ,17-02-21,4190
2VJV,17-02-21,4700
7LXJ,17-02-21,1770
7YPE,17-02-21,6750
2LNO,17-02-21,15600
PQV2,17-02-21,29050
G1LJ,17-02-21,1150
UEQX,17-02-21,1150
7RGD,17-02-21,1610
G2S0,17-02-21,5145
6DIB,17-02-21,6860
ZY22,17-02-21,3140
VYUL,17-02-21,1590
EJVJ,17-02-21,29150
RFI5,17-02-21,4700
9SAG,17-02-21,47000
MTCC,17-02-21,2050
8RUI,17-02-21,2730
AYOJ,17-02-21,1070
KK2E,17-02-21,1050
YHPU,17-02-21,4700
KY4Y,17-02-21,3230
NSGE,17-02-21,6150
2LRW,17-02-21,2050
FE4F,17-02-21,1090
MUDJ,17-02-21,2135
MAN8,17-02-21,1540
JIY7,17-02-21,7880
9UKS,17-02-21,4700
BACM,17-02-21,4700
GQ4F,17-02-21,4700
NIL7,17-02-21,2420
Y3NJ,17-02-21,5600
SMTJ,17-02-21,2100
L2VA,17-02-21,1590
MVNX,17-02-21,1590
CRHS,17-02-21,1120
XKJS,17-02-21,2100
T9CX,17-02-21,3520
FEIJ,17-02-21,3780
M1ZV,17-02-21,4700
VN7I,17-02-21,1150
LUBW,17-02-21,4080
ZZTE,17-02-21,2040
FV6L,17-02-21,1120
TNIO,17-02-21,2240
XMTX,17-02-21,1120
PFP8,17-02-21,1120
KMMB,17-02-21,1290
1MRD,31-03-21,25960
KIWL,31-03-21,1060
VC8U,31-03-21,900
ROES,31-03-21,1500
ENAH,31-03-21,1480
JMCW,31-03-21,8940
FCOI,31-03-21,2785
VNEC,31-03-21,4230
VQYU,31-03-21,3040
1W1R,31-03-21,9900
SAOB,31-03-21,6750
MG5N,31-03-21,8950
74Z0,31-03-21,21760
AZMX,31-03-21,1500
PFEQ,31-03-21,5880
OFR8,31-03-21,2270
LAMO,31-03-21,1520
8HSG,31-03-21,11755
4HN2,31-03-21,1480
7UFM,31-03-21,2400
ITAP,31-03-21,12005
KXU1,31-03-21,180
34Q0,31-03-21,540
HQPD,31-03-21,5120
OTRH,31-03-21,1620
ONJD,31-03-21,2580
NNHP,31-03-21,1640
HR4I,31-03-21,1040
X1TM,31-03-21,3600
OKRP,31-03-21,2130
S6HV,31-03-21,12930
SKRH,31-03-21,3250
EJVJ,31-03-21,52360
2CUA,31-03-21,10850
PMRB,31-03-21,2210
ZD7T,31-03-21,1120
QKTY,31-03-21,1290
O7GL,31-03-21,8200
GTQG,31-03-21,1540
MGVP,31-03-21,3020
RMDH,31-03-21,7700
HXED,31-03-21,1540
XDHP,31-03-21,1540
1QZD,31-03-21,1540
L7CA,31-03-21,71700
GXBD,31-03-21,5690
EAHF,31-03-21,2000
ECO2,31-03-21,2000
JPOX,31-03-21,9850
1VBU,31-03-21,6730
PQDD,31-03-21,2000
RCPE,31-03-21,3500
PBQJ,31-03-21,2000
6JLF,31-03-21,2830
P20F,31-03-21,2830
TDPY,31-03-21,1480
F28M,31-03-21,3000
NUNN,31-03-21,1500
1BOJ,31-03-21,3060
NJB1,31-03-21,2090
GJNT,31-03-21,5280
PNNF,31-03-21,2090
WZU8,31-03-21,2730
FHCV,31-03-21,1540
IOEK,31-03-21,1140
RKNN,31-03-21,4730
K1DP,31-03-21,4040
JBCQ,31-03-21,13310
RPEC,31-03-21,1100
BWVA,31-03-21,2660
Z7PR,31-03-21,3580
XNOL,31-03-21,4730
YCSA,31-03-21,6230
IKHZ,31-03-21,1785
J17U,31-03-21,3100
SPIB,31-03-21,2020
7ANW,31-03-21,2020
XAX9,31-03-21,1500
GWT2,31-03-21,1560
EHSY,31-03-21,3550
PF2C,31-03-21,3550
A5S7,31-03-21,1120
ORP4,31-03-21,2360
UVQR,26-01-21,1170
LIJ9,26-01-21,190
WEGA,26-01-21,455
FDLV,26-01-21,1140
ITCM,26-01-21,2850
7QAV,26-01-21,1140
OFGE,26-01-21,365
7RDL,26-01-21,1105
Y3ZJ,26-01-21,11950
54BS,26-01-21,3310
I8ZB,26-01-21,8030
Z7PR,26-01-21,1160
NLSB,26-01-21,3300
515F,26-01-21,1680
CLSJ,26-01-21,505
JWBO,26-01-21,10390
IZFO,26-01-21,2090
EL0A,26-01-21,5605
JU4E,26-01-21,1050
KK2E,26-01-21,1050
M3LW,26-01-21,1540
OB1O,26-01-21,20320
PQV2,26-01-21,5360
DUGY,26-01-21,3820
H4SL,26-01-21,17000
JFMQ,26-01-21,3400
QEDY,26-01-21,1700
GOPS,26-01-21,1700
BFRP,26-01-21,1700
MATD,26-01-21,1700
H11W,26-01-21,1700
IS98,26-01-21,1150
IMY2,26-01-21,1580
UEQX,26-01-21,4740
V7U7,26-01-21,1580
CPMV,26-01-21,2120
EEXB,26-01-21,7040
HN8Y,26-01-21,5350
ASQ4,26-01-21,2120
DALH,26-01-21,2120
XF8M,26-01-21,1140
FXDY,26-01-21,2330
1NI2,26-01-21,1140
YZBQ,26-01-21,23990
NHLJ,26-01-21,1140
XHTB,26-01-21,3420
4LFO,26-01-21,1140
CB7F,26-01-21,3420
NWUF,26-01-21,2090
T8XX,26-01-21,4280
L3UP,26-01-21,8300
O05O,26-01-21,3925
ICXE,26-01-21,3380
ZSHU,26-01-21,3380
TIV1,26-01-21,3380
OS65,26-01-21,3380
XO8C,26-01-21,3380
UZC7,26-01-21,3380
CDR2,26-01-21,6760
ZOHP,26-01-21,3380
JTJR,26-01-21,6760
UWQA,26-01-21,3380
PSZH,26-01-21,2360
6DX5,26-01-21,1190
HDAJ,26-01-21,1160
JLWP,26-01-21,4640
8PRP,26-01-21,1160
ZIRV,26-01-21,1190
BYI4,26-01-21,2730
GAVS,13-03-21,4640
X870,13-03-21,580
6OQS,13-03-21,2305
230R,13-03-21,215
CZZV,13-03-21,1450
EZKH,13-03-21,5640
Z9JY,13-03-21,1290
HPBH,13-03-21,3400
LW8M,13-03-21,4528
IHEV,13-03-21,2690
XD3Z,13-03-21,1490
EF5A,13-03-21,5030
XPVK,13-03-21,2960
DY6M,13-03-21,7500
KBNX,13-03-21,4870
IKHZ,13-03-21,2820
6RUM,13-03-21,6140
BP6B,13-03-21,19760
EF8Z,13-03-21,2220
DSEV,13-03-21,5830
19JB,13-03-21,12780
NFAQ,13-03-21,480
43UO,13-03-21,1050
FKIL,13-03-21,3360
8A1P,13-03-21,4890
SFEJ,13-03-21,2240
TZSB,13-03-21,2370
GZDQ,13-03-21,37860
VYP2,13-03-21,19470
GQA0,13-03-21,3830
MPQK,13-03-21,4550
XGLG,13-03-21,2980
VLCZ,13-03-21,1110
M9UK,13-03-21,15550
UAYW,13-03-21,5800
VBBY,13-03-21,5995
5ZHQ,13-03-21,3930
FXDY,13-03-21,3380
Z2BK,13-03-21,3380
LNQE,13-03-21,3380
R4J8,13-03-21,4100
GBMM,13-03-21,1110
CLFT,13-03-21,3080
1ZUL,13-03-21,3080
1NVD,13-03-21,1560
Y6IR,13-03-21,3650
LEHN,13-03-21,3610
YDS5,13-03-21,1700
HJPP,13-03-21,1090
UJYA,13-03-21,4270
S9O5,13-03-21,2050
MTJ7,13-03-21,2000
NNK1,13-03-21,2000
3EIV,13-03-21,2000
2RII,13-03-21,8340
T1HH,13-03-21,2050
21M9,13-03-21,3170
GF43,13-03-21,3100
Q1SP,13-03-21,1540
ZLOQ,13-03-21,1120
6UQK,13-03-21,2260
ZKRO,13-03-21,1120
BVSZ,13-03-21,1110
ADKZ,13-03-21,1110
HX7P,13-03-21,2730
7TER,13-03-21,4270
NNHP,13-03-21,2730
XL5C,13-03-21,4820
ZTH2,13-03-21,2730
9BNG,13-03-21,3380
T8VB,13-03-21,3380
4QHB,13-03-21,2090
QG3X,13-03-21,3230
8MMX,13-03-21,2090
AQJN,13-03-21,4880
SLXJ,13-03-21,1540
OLXP,13-03-21,1560
D22X,13-03-21,4800
PND6,13-03-21,4800
P2K7,13-03-21,2050
QQ8T,13-03-21,2050
LP8O,13-03-21,1560
BM1Y,13-03-21,1540
YVII,13-03-21,1540
MTTC,13-03-21,1540
7XNE,13-03-21,4800
Y6RB,13-03-21,3230
SJHZ,13-03-21,3380
OO4A,19-03-21,7630
O7GL,19-03-21,2990
1PPZ,19-03-21,2270
YOFV,19-03-21,2050
1TZ2,19-03-21,1285
5MCN,19-03-21,1745
SHW3,19-03-21,1130
Z3UV,19-03-21,24070
ZVNV,19-03-21,4180
JYPD,19-03-21,2900
Z1SU,19-03-21,2230
JX2T,19-03-21,4800
J6NF,19-03-21,1030
L5ZZ,19-03-21,6400
B2HB,19-03-21,1665
8BO3,19-03-21,1050
5NCT,19-03-21,4195
FHO1,19-03-21,9070
RWCT,19-03-21,550
K3Q5,19-03-21,4175
YH11,19-03-21,17240
ILPT,19-03-21,1090
52AP,19-03-21,3230
FWNV,19-03-21,545
YYWT,19-03-21,7890
GWEA,19-03-21,4620
XKRQ,19-03-21,1110
U26N,19-03-21,6730
BOBX,19-03-21,1560
2CUA,19-03-21,2730
XYEV,19-03-21,5690
V58A,19-03-21,4100
BP6B,19-03-21,4100
POVD,19-03-21,2000
ILSB,19-03-21,4000
DVT4,19-03-21,2000
AACD,19-03-21,2000
GO1L,19-03-21,2000
HDAR,19-03-21,2310
DTZS,19-03-21,4800
FTUX,19-03-21,7790
IPNL,19-03-21,2090
DPGU,19-03-21,2090
673H,19-03-21,2090
3QJA,19-03-21,1480
YBR0,19-03-21,2970
2EVB,19-03-21,4100
XOUF,19-03-21,1510
4XQA,19-03-21,1120
AICQ,19-03-21,3330
BUNO,19-03-21,24000
8MMX,19-03-21,5050
GSRI,19-03-21,2050
HLKO,19-03-21,7020
QINI,19-03-21,10300
TZEZ,19-03-21,6200
7PRC,19-03-21,3470
NFGC,19-03-21,3470
LHFL,19-03-21,3470
TAHX,19-03-21,1450
A1LI,19-03-21,2900
PHXV,19-03-21,2550
L2I4,19-03-21,2900
G0Q5,19-03-21,2230
BCTW,19-03-21,1510
AIYA,19-03-21,6000
30IF,19-03-21,7800
YLQU,19-03-21,1560
RVOM,19-03-21,3330
SJDA,19-03-21,7450
EKV8,19-03-21,9000
RVZC,19-03-21,3370
ZVA7,19-03-21,1745
QAG4,19-03-21,2050
WADF,19-03-21,4100
CGC8,02-04-21,1750
L6RM,02-04-21,1780
EN9E,02-04-21,1080
TQVE,02-04-21,1750
89DV,02-04-21,2620
IJQG,02-04-21,1400
PAHU,02-04-21,1090
1IER,02-04-21,6980
HTII,02-04-21,4500
GWIL,02-04-21,3040
MOXT,02-04-21,3020
DUSU,02-04-21,4730
WX7H,02-04-21,4088
B6D3,02-04-21,1440
LMUQ,02-04-21,900
PJCQ,02-04-21,6020
MVXU,02-04-21,1785
GBB3,02-04-21,1290
GTQG,02-04-21,1950
PPUK,02-04-21,1500
YN6Y,02-04-21,6290
FDHQ,02-04-21,2360
EERY,02-04-21,11920
RYYE,02-04-21,1080
OIXZ,02-04-21,5350
UXQL,02-04-21,2880
OW6C,02-04-21,13230
8QVJ,02-04-21,1040
4P7K,02-04-21,6650
3CLK,02-04-21,2130
0NHE,02-04-21,3670
DRQ6,02-04-21,1120
EDFS,02-04-21,1120
YD3K,02-04-21,4480
SYGB,02-04-21,16800
IMWR,02-04-21,5600
VPTP,02-04-21,4200
B1HH,02-04-21,5600
WLUX,02-04-21,1120
YZBQ,02-04-21,4480
Y3UE,02-04-21,1785
PVRQ,02-04-21,4730
5UB3,02-04-21,50500
WQWF,02-04-21,1540
2TOH,02-04-21,5440
4EU8,02-04-21,2730
JQFT,02-04-21,16110
GJNT,02-04-21,11340
515F,02-04-21,2730
HSOX,02-04-21,3560
UAKH,02-04-21,4000
IX6W,02-04-21,2000
XZGF,02-04-21,2000
B8CN,02-04-21,7890
I08L,02-04-21,7700
ZUZ2,02-04-21,1540
YCSA,02-04-21,5090
EGR6,02-04-21,11280
FFZN,02-04-21,2090
KYOF,02-04-21,2090
V3Q5,02-04-21,1170
CJYE,02-04-21,1540
3BGG,02-04-21,5580
KCLP,02-04-21,17160
V1UT,02-04-21,3520
HFBZ,02-04-21,20200
IHU9,02-04-21,20200
K1DP,02-04-21,8770
